cln_content,polarity_score
民進黨 總統 初選 蔡賴 爭 未解 談到 初選 風波 行政院 前 院長 賴清德 今天 口氣 平和 言詞 明顯 以往 猛烈 指 初選 不公 破壞 民主制度 一個 人 贏 乾淨 贏 破壞 黨 民主 核心 精神 難 杜絕 悠悠 口 遑論 贏得 社會 大眾 支持 盼 明天 中 執會 捍衛 民主 價值 賴清德 今天上午 公開 行程 會後 受訪 表示 黨內 初選 辦法 老早 公告 確定 總統 蔡英文 登記 初選 期程 次 延長 一直 是持 開放 態度 合理 願意 討論 月 17 日 20 日 兩次 協調 看得出來 提出 要求 不合理 應回 歸黨 選舉 辦法 期程 月底 完成 初選 辦法 依據 黨內 規定 辦理 希望 明天 中 執會 圓滿成功 共同 捍衛 民進黨 民主 價值 制度 穩定 賴清德 黨內 中 執委 中 常委 喊話 說 過去 民進黨 得到 社會 支持 民主 理念 自由 價值 民進黨 核心 精神 一定 維護 這場 初選 一定 捍衛 民主 精神 公平 舉行 一個 人 一定 乾淨 贏得 選舉 初選 不公 最後 國人 一定 支持 賴清德 強調 民進黨 初選 辦法 已 公告 黨 和諧 團結 合理 持 開放 態度 討論 月 17 日 20 日 兩次 協調 共識 回到 黨 公告 辦法 辦理 民進黨 規定 希望 明天 中 執會 再 延長時間 破壞 選舉 辦法 社會 支持 問到 明日 延續 時程 是否 退出 初選 賴清德 回應 退出 反問 退出 說 一直 遵守 民進黨 制度 一定 堅持下去 民進黨 秘書長 羅文 嘉 昨 夢中見 形容 蔡 賴 是否 機會 碰面 引起 討論 賴清德 表示 次 協調會 希望 新 共識 解決問題 就要 回到 黨 辦法 蔡 總統 意見 願意 見面 討論 目的 希望 黨 和諧 團結 賴清德 稍後 臉 書 po 文說 一場 演講會 後 學生 好奇 問 蔡英文 總統 說 提出 三點 尊重 制度 民進黨 初選 制度 已經 公布 延了 兩次 時間 多久 知道 蔡英文 總統 想要 改變 遊戲規則 做 這種 事 超越 傾聽 民意 深入 民間 能力 解決問題 丶 打敗 國民黨 候選人 贏得 總統大選 人,32
美國 加州 一名 女 狗主 布朗,0
台中市 昨天 一場 暴雨 造成 許多 地方 淹水 里區 頭汴 坑溪 暴漲 水勢 淹 河堤 今天上午 民眾 發現 河堤 高 灘地 出現 大量 死魚 當地 德里 長江 樹 今天上午 帶領 工作人員 主動 前往 清理 死魚 一一 裝進 麻袋 避免 天氣 放晴 後 死魚 曝曬 發出臭味 污染環境   江 樹 說 昨天 大雨 導致 立仁 三路 一帶 嚴重 積水 前往 查看 發現 排水溝 垃圾 堵塞 無法 排水 當時 直播 現場 狀 狀況 時 一時 心急 撿起 垃圾 時 丟到 地上 遭到 民眾 批評 虛心接受 檢討 改善 提醒 民眾 撿拾 死魚 食用 影響 身體健康,-4
時代 力量 積極 提案 修法 防堵 媒體 染紅 今 上午 宣布 提案 修正 台灣 地區 大陸 地區 關係 條例 明訂 禁止 自行 受託 中共 黨政軍 台 工作 單位 進行 遊說 針對 相關 犯罪 行為 提高 罰則 媒體 收受 中國 大陸 黨政軍 資金 進行 非法 宣傳 最高 處 2000 萬元 罰鍰 時代 力量 黨團 總召 徐 永明 呼籲 立法 院長 蘇嘉全 召集 朝野 黨團 協商 會期 是否 延會 再 拖 臨時 盡速 審議 時代 力量 提出 維護 台灣 主權 相關 法案 時代 力量 黨團 今 上午 舉行 防止 中國 滲透 強化 台灣 媒體 秩序 法治 規範 記者會 時代 力量 立委 黃國昌 表示 先前 曾 特定 媒體 集團 收受 中共政府 資金 台灣 進行 非法 廣告 最後 卻 開罰 20 萬元 笑話 徐 永明 指出 旺旺 中時 媒體 集團 老闆 蔡 衍明 說出 賺 偷偷摸摸 錢 誇張 言詞 必要 針對 態樣 違法 行為 增訂 強化 制裁 效果 時代 力量 擬 增訂 33 條 台灣 法人 團體 機構 自行 受託 中國 黨政軍 進行 遊說 新增 90 條 罰則 違者 處 年 以下 有期徒刑 併科 50 萬 以上 500 萬元 以下 罰鍰 黃國昌 表示 規定 配合 國內 遊 說法 條規 大陸 地區 法人 團體 機構 自行 委託 遊說 進行 遊說 這項 規定 卻 罰則 形同虛設 希望 透過 修法 來補 不足之處 針對 相關 媒體 收受 中國 資金 進行 非法 推銷 廣告 現行 10 萬元以上 50 萬元 以下 罰鍰 提高 200 萬元以上 2000 萬元 以下 罰鍰 台灣 擔任 中國 黨政軍 職務 處 年 以上 年 以下 有期徒刑 併科 500 萬元以上 5000 萬元 以下 罰金 未經許可 擔任 職務 處 月 以上 年 以下 有期徒刑 併科 100 萬元以上 1000 萬元 罰金 公務員 違反 處 月 以上 年 以下 有期徒刑 併科 100 萬元以上 1000 萬元 以下 罰金 黃國昌 指出 新 禁止 行為 態樣 原本 兩岸人民 關係 條例 34 條 相關 規定 過去 包含 擔任 中國 黨政軍 職務 違法 情事 執行 不足 法規 規範 罰則 太輕 本次 草案 一併 修正 加化 罰則 提高 阻力 徐 永明 委員 呼籲 本次 立法院 會期 屆 時代 力量 提出 延會 動議 建請 院長 召集 協商 阻止 中國 滲透 相關 法案 能夠 委員會 審議 討論 希望 朝野 黨團 共同 支持,13
原本 形象清新 美妝 網紅 現在 遭 網友 指涉 服飾 廠商 合作 聯名 款 洋裝 涉嫌 抄襲 嚴重 影響 形象 網紅 查理 經營 粉絲團 查理   I m   Charlene YouTube   頻道 因常 分享 美妝 外籍 男友 甜蜜 點滴 走紅 臉 書粉 團有 16 萬人 追蹤 YT 頻道 45 萬 訂閱 服飾 廠商 看中 高 人氣 找 合作 服飾 聯名 款 查理 找出 喜歡 風格 再 廠商 打版 設計 一件 聯名 款 洋裝 卻 眼尖 網友 發現 疑似 撞了 法國 品牌   Rouje   洋裝 花色 V 領 設計 復古 嬤袖 再 側邊 排扣 設計 相似 引發 網友 批評 抄襲 查理 臉 書 公開 貼出 服裝 廠商 Meier q 聯合聲明 喊冤 喊話 Meier q 查理 尊重 智慧 財產權 於此 鄭重聲明 絕無 抄襲 本次 聯名 系列產品 皆 查理 Meier   q 團隊 共同 打造 40 年代 風格 發想 布料 材質 圖案 挑選 版型 剪裁 皆 查理 嬌小 身型 量身 打造 此次 聯名 設計 元素 綁帶 排扣 澎袖 ...... 皆 40 年代 服裝設計 上常 運用 元素 服裝 使用 布料 亦 是從 Meier   q 原有 布料 卡庫 中 挑選 絕無 違反 著作權法 查理 事後 透露 遭 質疑 抄襲 法國 品牌   Rouje 洋裝   參考 一件 購買 北市 中山 韓 貨店 復古 洋裝 網紅 廣告 小妹 昨日 發文 嘲諷 一個 窮 小孩 意外 成為 網紅 業配 接到 手軟 外 推出 屬於 產品 優秀 女 青年 有木 聯名 款一 上架 網友 發現 復古 洋裝 法國 品牌   Rouje     87%   廣告 小妹 寫道 查理 買過   Rouje   商品 購買 抄襲 無 關係 買過 愛馬仕 具備 抄襲 愛馬仕 能力 投資人 錢 一定 找 得到 工廠 山寨 款 查理   Rouje   款式 打板 直播 中 坦承 確實 參考 中山 小店 復古 洋裝 買 件 請問 反覆強調 句 『 想要 抄襲 品牌 』 件 復古 洋裝 品牌 是不是   廣告 小妹 分享 抄襲 看法 認為 分四 等級 追風 參考 致敬 抄襲 直言 查理 算 等級 心照不宣 確實 品牌 抄   Rouje 查理 明顯 抄   Rouje   意思 卻 抄 別家 復古 洋裝 抄 網友 留言 緩頰 覺得 流行 元素 格子 西裝 外套 滿街 原創 查理 加油 先 討論 是否 抄襲 是否 致敬 花 兩分鐘 隨手 搜 下 國外 網站 品牌 類似 元素 Tea   dress     側釦 碎花 好像 連圖 類似 大媽 有點 迷惑 國外 牌子 販賣 致敬 款 粉絲 擔憂 查理 面對 理性 理性 討論 壓力 過大 貼上 反霸 凌 粉絲團 心地好 一點 霸 凌少 一點 連結 看似 希望 壓力 過大 時 適時 求援,37
18 歲 中國 男演員 胡 先煦 先前 在宮 鬥劇 如懿傳 飾演 阿哥 永 珹 打開 知名度 央視 選為 新生代 四大 小生 演技 實力 備受矚目 去年 月 大方 認愛 中央戲劇學院 同班同學 刁 卓 這段 戀情 維持 月 昨 爆出 人 分手 消息 沒想到 胡 先 煦今 曝光 KTV 擁吻 新歡 疑似 已有 新 戀情                                                                   近日 陸媒 UC 娛樂 拍到 胡 先 煦和 一群 好友 KTV 狂歡 之後 胡 先 煦和 一名 男友 人 一名 頭戴 黃色 鴨舌帽 女生 先行 離開 期間 男友 人 挽 黃帽 女 互動 親密 隨後 人 一起 進入 一家 酒吧 沒想到 此時 胡 先煦 黃帽 女 包廂 門口 擁吻 最後 胡 先 煦便 黃帽 女 一起 搭車 回家 人 一路上 十指 緊扣 女方 男方 身上 宛如 熱戀 中 小 情侶   胡 先煦 去年 拍到 刁 卓 排隊 買票 海洋館 約會 隔天 用文青 句子 大方 認愛 北京 秋天 昨天 動物園 老師 佈置 工作 喜歡 今年 月 刁 卓 微博 PO 一張 含淚 暗示 戀情 畫 下 句點 分手 不到 月胡 先煦 火速 搭 新歡 網友 揶揄 高中 憋 壞了 速度 太,10
許多 小資 族 夢想 創業 圓夢 現實 首要 挑戰 找 店面 找到 好 區位 好 地段 之外 再來 契約 完全 保障 權益 遇到 房東 千奇百怪 解約 理由 得不償失 專家 表示 防堵 房東 終止 契約 帶來 損失 建議 羅列 式 賠償 項目 逐年 方式 攤提 折舊 遞減 損失 降到 最低 責任 義務 近年 房東 片面 漲租 店面 終止 契約 事件 層出不窮 往往 受害 承租方 網路 一名 台 中 餐飲業 朱先生 分享 房東 租 店面 六年 契約 內容 漲租 條款 均一價 租金 沒想到 只 租期 只 走 年 卻 房東 片面 要求 提高 租金 漲幅 高達 成 當時 押金 補足 新 租金 更慘 契約 約定 付 違約金 一個月 提前 終止 無 條列 違約 中止 時 房東 賠償 哪些項目 等同 房東 賠 一個月 轉手 轉租 高價 好 懊惱 目前 進入 訴訟 階段 租賃 住宅 服務 商業 同業公會 顧問 傅韋豪 指出 創業 開 店面 含 裝潢 成本 百萬元 一筆 小 投資 房客 應 列出 所有 裝潢 營業 成本 單據 房東 給付 損害賠償 這部分 價格 爭論 最好 辦法 合約 訂 定時 就要 想到 房東 違約 風險 直接 明訂 違約 賠償金 逐年 遞減 方式 納入 契約 中 解約 賠償金 100 萬元 80 萬元 60 萬元 逐年 下降 類推 相對 簡單 租客 保障 避免 房東 惡意 停租 傅韋豪 補充 租賃 店面 雙方 關係 中 容易 存在 對等關係 房東 理由 收回 店面 常有 聞 以前 台北 經營 茶店 曾 碰過 最 發生 房東 房客 生意 好 想 收回 做做 契約 條件 全 舊有 房客 慘 賠 裝潢 經營 成本 經營 多年 口碑 心血 常見 新手 租 店面 忽略 細節 傅韋豪 表示 租 店面 第一步 先 確認 屋主 二房東 進行 身分 確認 避免 遭到 轉租 詐騙 訂定 裝潢 寬限期 裝潢 三個 月 是否 不計 租金 其三 房東 確認 是否 轉租 分租 頂 條件 最後 留意 各項 租賃 條件 是否 雙方 達到 平等 承租 店面 降到 最低,9
"徐 鶯娟 ／ 家庭主婦 韓國瑜 民調 下滑 後 國民黨 禮韓 初選 辦法 出爐 Yes I   do     終於 韓 市長 口中 說出 藍營 已經 內傷 韓友 分裂 韓粉 終於 放心 粉 庶民 眼中 一齣戲 下來 韓 市長 要負 最大 責任 時間 點 來回 顧 市長 美國 之前 目前 不在 考量 之內 藍 營急 如鍋 螞蟻 黨中央 想不出 公平合理 解套 辦法 吳 韓會 延期 人 知道 市長 意願 月 18 日 韓國瑜 返國 機場 接受 媒體 訪問 公開 表示 2020 總統大選 不在 目前 規劃 裡面   請問 一下 韓國瑜 口口聲聲 表達 顧及 高雄市 民 感受 幾個 月 下來 無數次 公開場合 媒體 詢問 時說 2020 總統大選 不在 目前 規劃 裡面 要黨 主席 吳敦義 處理 好   韓國瑜 想 立場 完全 欠缺 體諒 黨部 難為 欠缺 總統 候選人 參選 尊重 韓國瑜 幾個 月 下來 態度曖昧 以為 真的 顧及 高雄市 民為 重   韓國瑜 美國 時 郭董 拜會 一些 藍營 高層 後 表達 願意 參加 初選 人 認為 韓國瑜 終於 順勢 下來 一句 天塌下來 兩個 人頂 感覺 舒服 原來 市長 想選 朱 王 不足 為道 天塌下來 韓 郭 來頂   媒體 見縫插針 散布 宮廷 馬營 找 郭 參選 市長 回國 後 先是 夫人 背後 開槍 說 後 接韓 五點 聲明 砲打 中央 這時候 往內 互打 人 覺得 韓太 矯情 太 厚道 捕風捉影 人 公平競爭 下 參選 挾 民氣 罔顧 權利 國民黨 勝選 禮韓 初選 辦法 國民黨 往後 公平 公正 公開 制度化 規範   黨格 因韓 喪失 挾 高 民調 最 接 地氣 韓總 責任 最 機會 勝選 最 影響力 人 這時候 謙卑 造成 為難 話 說 顧及 高雄市 民 感受 最後 民調 六成 贊同 之下 Yes ,   I   do 市長 早 國家 更好 說 願意 傷害 發生 現在 韓粉 非韓 投 有沒有 想到 以前 宋楚瑜 興票 案前 民調 高 連勝文 打成 權貴 神豬 之前 民調 高 選舉 穩贏 請 真心 面對 內心 戲 傷人 利己 遊戲 一場",19
鴻海 董事長 郭台銘 今日 參訪 桃園 清淨 海 公司 會前 媒體 堵訪 詢問 67 歲 藝人 恬娃 支持 願 獻出 全裸 寫真 郭 直說 歡迎 所有 拼 經濟 人 支持 全裸 寫真 免了 害 回家 日子 難過 音樂大師 劉家 昌 臉 書 批評 郭台銘 美國 大陸 徵稅 減少 工廠 利潤 想到 中華民國 對此 郭台銘 表示 美國 投資 年前 行動 全世界 布局 現在 經濟 政策 了解 行動 派 中美 貿易 大戰 前 已 布局 郭台銘 指出 經濟 走 多元化 分散 市場 拼 經濟,5
美中 貿易戰 持續 延燒 Google 日前 配合 美國商務部 出口 管制 禁令 已 停止 對華 手機 安卓 系統 授權 導致 華為 下一代 手機用戶 無法 再 使用 Google   Play 商店 Gmail YouTube Google 地圖 服務 現有 手機用戶 服務 受 影響 外界 評估 重挫 華為 歐洲 市場 泛藍 名嘴 黃智賢 臉 書力 挺 華為 認為 美國 追打 華為 只 這輩子 再也 跟不上 華為 5G 技術 黃智賢 臉 書 力挺 華為 手機 只 這輩子 再也 跟不上 華為 5G 技術 美國 抓狂 傾 全國 之力 追打 華為 認為 所有 手機 系統 美國 控制 決定 美國 使出 這種 招數 對華 以後 華為 繼續 做 手機 無論如何 買 華為 手機 黃智賢 發文 引發 兩派 看法 人力 挺 美國 全世界 最 邪惡 國家 華為 手機 全體 華人 驕傲 支持 華為 有人 酸 加油 喔 偷用 哀鳳 慢走 送 韓國 早就 5G 崩潰 覺得 妳 直接 搬 中國 卡 實在,3
平成 年代 創下 單集 最高 收視 日劇 半澤 直樹 終於 決定 拍 續集   堺 雅人 主演 2013 年 月 播出 半澤 直樹 平均 收視率 28.7 最後 一集 42.2 創紀錄 劇中 台詞 加倍 奉還 成為 流行語 觀眾 引領 期盼 拍 續集 週刊 女性 報導 業界 人士 傳出 TBS 電視 台 預定 明年 月 每周日 晚上 播出 劇 續集 距離 前作 已 相隔 年 劇情 改編 池井 戶潤 半澤 直樹 系列小說 部 失落 世代 反擊 描述 澤被 下 放到 子公司 遭遇 強 對手   TBS 關係 人士 透露 目前 只 敲定 男主角 堺 雅人 續攤 飾演 半澤 太太 上戶 彩 預料 應 演出 飾演 半澤 好友 及川 光博 瀧藤賢 和田 常務 香川 要角 尚未 談定   續集 TBS 公關部 表示 回應 節目 編制 原著 作者 池井 戶潤 稱未 參與 製作 電視劇 無法回答 相關 問題,9
行政院長 蘇貞昌 今 工商 協進會 座談 工商界 關心 供電 問題 蘇貞昌 當面 表示 前 幾天 彰化 風力 電廠 已 經濟部長 沈 榮津 主持 動工 林口 大林 電廠 新 機組 已 陸續 加入 供電 今年 明年 備用 容量 率 可達 15 備載 容量 率 達到 10% 供電 充裕 足以 因應 台商 回流 用電 需求 過往 工商 協進會 邀請 行政院長 舉行 早餐會 蘇貞昌 說 早餐 一定 重要 改變方式 一早 邀請 工商 協進會 行政院 座談 工商 協進會 出席 人員 包含 台灣 大哥大 董事長 協進會 副理事長 蔡 明忠 遠東 集團 董事長 徐 旭東 事前 工商 協進會 國發 提出 16 項 建言 林伯豐 座談會 之前 主動 走向 金管會 主委 顧立雄 位置 寒暄 外 致詞 時 特別 點名 顧 林伯豐 說 金融業 企業 投資 堅實 後盾 尊敬 金管會 主委 顧立雄 興利除弊 施政 下 金融業 收益 持續 正 成長 希望 金管會 能夠 採納 書面 提 各項 建議 金融業 能夠 茁壯 開放 壽險業 認購 預售 屋 自用 不動產 重要 請顧 一併 考量 林伯豐 提出 希望 政府 持續 改善 投資 環境 包括 協助 企業 找到 適合 土地 確保 勞動 條件 符合 企業 需求 不宜 新 增長 照顧 安排 假 罷工 不宜 代表性 不足 職業工會 發起 應 雇主 企業 工會 溝通 協商 用電 部分 林伯豐 說 政府 應對 穩定 供電 應該 合理 電價 核能 儲備 電源 確保 綠 轉換 過程 中 缺電 不宜 強制 用電 大戶 購買 綠電 林伯豐 指出 政府 應 檢討 不合宜 稅制 包括 取消 貨物稅 印花稅 內外 股利 所得 應 一致 修正 財政收支 劃分 法 海外 資金 回 台 優惠 稅率 減半 擴大 適用範圍 修訂 產業 創新 條例 希望 增加 人才 投資 節能 環保 設備 投資 抵減 提高 研發 投資 抵減 比例 加強 對外 經貿關係 應 努力爭取 加入 經貿 協定 CPTPP RCEP 主要 貿易國 簽訂 FTA 投資 協議 強化 台灣 產品出口 優勢 蘇貞昌 細數 上任 128 天 以來 政績 包含 非洲 豬瘟 防疫 銀行 臨櫃 領錢 便利 措施 中小企業 貸款 手續費 調降 強調 前瞻 基礎 建設 受到 各縣市 大受歡迎 建設 分 藍綠 國際貿易 部分 指出 推動 加入 CPTPP RCEP 蔡 總統 一直 努力 推動 修改 相關 法令 改善 精進 配套措施 遊說 國外 政府 方面 支持 政府 積極爭取 友邦 相關 國家 台灣 支持,52
世界衛生 大會 WHA 周一 20 日 開幕 首日 包括 美國 德國 英國 大會 發言 直接 間接 力挺 台灣 美國 衛生部長 阿札爾 Alex   Azar 強調 台灣 2300 萬 應 得到 發聲 機會   台灣 年 未 受邀 參加 WHA 周一 14 友邦 提案 邀請 台灣 觀察員 參加 WHA 次 辯論 大會 最終 決定 未 納入 議程 隨後 各國 發言 時間 支持 台灣 聲浪 並未 間斷 包括 美國 德國 英國 理念 相近 國家 大會 直接 間接 發言 力挺 台灣   阿札爾 台上 發言 表示 美國 台灣 再次 未能 2009 年至 2016 年時 觀察員 身分 受邀 參與 此次 大會 感到遺憾 台灣 2300 萬 應該 一個 發聲 機會 任何人 阿札爾 場外 受訪 時 再度 指出 支持 台灣 取得 先前 世界衛生 大會 享有 身分   德國 英國 間接 發言 方式 支持 台灣 德國 衛生部長 史巴恩 Jens   Spahn 說 全民 均健 意指 世界地圖 無 遺漏 處 全球 健康 面對 挑戰 國界 止步 WHO 應 成為 所有 相關 夥伴 平台   英國 衛生部 副部長 布萊克 伍德 Baroness   Blackwood 指出 全球化 導致 健康 危機 蔓延 速度 加快 將相 關 政府 納入 世衛 組織 顯其 重要 共享 處理 全球 健康 安全 議題 寶貴 經驗 專業 　 中央社,13
